#curie_map:
#  BRENDA: http://purl.obolibrary.org/obo/BRENDA_
#  KEGG_REACTION: http://purl.obolibrary.org/obo/KEGG_REACTION_
#  RESID: http://purl.obolibrary.org/obo/RESID_
#  Wikipedia: http://purl.obolibrary.org/obo/Wikipedia_
#  RHEA: http://purl.obolibrary.org/obo/RHEA_
#  UniPathway: http://purl.obolibrary.org/obo/UniPathway_
#  MetaCyc: http://purl.obolibrary.org/obo/MetaCyc_
#  UM-BBD_reactionID: http://purl.obolibrary.org/obo/UM-BBD_reactionID_
#  UM-BBD_enzymeID: http://purl.obolibrary.org/obo/UM-BBD_enzymeID_
#  TC: http://purl.obolibrary.org/obo/TC_
#  SABIO-RK: http://purl.obolibrary.org/obo/SABIO-RK_
#  EC: http://purl.obolibrary.org/obo/EC_
#  PMID: http://purl.obolibrary.org/obo/PMID_
#  GO: http://purl.obolibrary.org/obo/GO_
#  Reactome: http://purl.obolibrary.org/obo/Reactome_
subject_id	subject_label	predicate_id	object_id	object_label	match_type	confidence	comment
GO:0000334	3-hydroxyanthranilate 3,4-dioxygenase activity	skos:exactMatch	MetaCyc:1.13.11.6-RXN		xref	0.5	
GO:0000334	3-hydroxyanthranilate 3,4-dioxygenase activity	skos:exactMatch	RHEA:17953		xref	0.5	
GO:0000334	3-hydroxyanthranilate 3,4-dioxygenase activity	skos:exactMatch	UM-BBD_reactionID:r1027		xref	0.5	
GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity	skos:exactMatch	EC:2.1.1.71		xref	0.5	
GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity	skos:exactMatch	MetaCyc:2.1.1.71-RXN		xref	0.5	
GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity	skos:exactMatch	RHEA:32735		xref	0.5	
GO:0000810	diacylglycerol diphosphate phosphatase activity	skos:exactMatch	EC:3.1.3.81		xref	0.5	
GO:0000810	diacylglycerol diphosphate phosphatase activity	skos:exactMatch	MetaCyc:RXN-11277		xref	0.5	
GO:0000810	diacylglycerol diphosphate phosphatase activity	skos:exactMatch	RHEA:27449		xref	0.5	
GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity	skos:exactMatch	EC:2.7.1.151		xref	0.5	
GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity	skos:exactMatch	KEGG_REACTION:R05800		xref	0.5	
GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity	skos:exactMatch	MetaCyc:2.7.1.151-RXN		xref	0.5	
GO:0000824	inositol tetrakisphosphate 3-kinase activity	skos:exactMatch	RHEA:11856		xref	0.5	
GO:0000825	inositol tetrakisphosphate 6-kinase activity	skos:exactMatch	MetaCyc:RXN-7184		xref	0.5	
GO:0000827	inositol-1,3,4,5,6-pentakisphosphate kinase activity	skos:exactMatch	EC:2.7.4.21		xref	0.5	
GO:0000832	inositol hexakisphosphate 5-kinase activity	skos:exactMatch	EC:2.7.4.21		xref	0.5	
GO:0000832	inositol hexakisphosphate 5-kinase activity	skos:exactMatch	KEGG_REACTION:R09087		xref	0.5	
GO:0000832	inositol hexakisphosphate 5-kinase activity	skos:exactMatch	MetaCyc:2.7.1.152-RXN		xref	0.5	
GO:0000832	inositol hexakisphosphate 5-kinase activity	skos:exactMatch	RHEA:12793		xref	0.5	
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	skos:exactMatch	EC:2.5.1.78		xref	0.5	
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	skos:exactMatch	MetaCyc:LUMAZINESYN-RXN		xref	0.5	
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	skos:exactMatch	RHEA:26152		xref	0.5	
GO:0000908	taurine dioxygenase activity	skos:exactMatch	EC:1.14.11.17		xref	0.5	
GO:0000908	taurine dioxygenase activity	skos:exactMatch	KEGG_REACTION:R05320		xref	0.5	
GO:0000908	taurine dioxygenase activity	skos:exactMatch	MetaCyc:RXN0-299		xref	0.5	
GO:0000908	taurine dioxygenase activity	skos:exactMatch	RHEA:15909		xref	0.5	
GO:0001512	dihydronicotinamide riboside quinone reductase activity	skos:exactMatch	EC:1.10.99.2		xref	0.5	
GO:0001512	dihydronicotinamide riboside quinone reductase activity	skos:exactMatch	MetaCyc:1.10.99.2-RXN		xref	0.5	
GO:0001512	dihydronicotinamide riboside quinone reductase activity	skos:exactMatch	RHEA:12364		xref	0.5	
GO:0001567	cholesterol 25-hydroxylase activity	skos:exactMatch	EC:1.14.99.38		xref	0.5	
GO:0001567	cholesterol 25-hydroxylase activity	skos:exactMatch	KEGG_REACTION:R07218		xref	0.5	
GO:0001567	cholesterol 25-hydroxylase activity	skos:exactMatch	MetaCyc:1.14.99.38-RXN		xref	0.5	
GO:0001567	cholesterol 25-hydroxylase activity	skos:exactMatch	RHEA:21104		xref	0.5	
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	skos:exactMatch	EC:2.4.99.3		xref	0.5	
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	skos:exactMatch	MetaCyc:2.4.99.3-RXN		xref	0.5	
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	skos:exactMatch	RHEA:11136		xref	0.5	
GO:0001681	sialate O-acetylesterase activity	skos:exactMatch	EC:3.1.1.53		xref	0.5	
GO:0001681	sialate O-acetylesterase activity	skos:exactMatch	MetaCyc:SIALATE-O-ACETYLESTERASE-RXN		xref	0.5	
GO:0001716	L-amino-acid oxidase activity	skos:exactMatch	EC:1.4.3.2		xref	0.5	
GO:0001716	L-amino-acid oxidase activity	skos:exactMatch	MetaCyc:L-AMINO-ACID-OXIDASE-RXN		xref	0.5	
GO:0001716	L-amino-acid oxidase activity	skos:exactMatch	RHEA:13781		xref	0.5	
GO:0001729	ceramide kinase activity	skos:exactMatch	EC:2.7.1.138		xref	0.5	
GO:0001729	ceramide kinase activity	skos:exactMatch	MetaCyc:CERAMIDE-KINASE-RXN		xref	0.5	
GO:0001729	ceramide kinase activity	skos:exactMatch	RHEA:17929		xref	0.5	
GO:0001730	2'-5'-oligoadenylate synthetase activity	skos:exactMatch	EC:2.7.7.84		xref	0.5	
GO:0001730	2'-5'-oligoadenylate synthetase activity	skos:exactMatch	MetaCyc:RXN-10798		xref	0.5	
GO:0001730	2'-5'-oligoadenylate synthetase activity	skos:exactMatch	MetaCyc:RXN-13648		xref	0.5	
GO:0001730	2'-5'-oligoadenylate synthetase activity	skos:exactMatch	RHEA:34407		xref	0.5	
GO:0001733	galactosylceramide sulfotransferase activity	skos:exactMatch	EC:2.8.2.11		xref	0.5	
GO:0001733	galactosylceramide sulfotransferase activity	skos:exactMatch	MetaCyc:GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN		xref	0.5	
GO:0001733	galactosylceramide sulfotransferase activity	skos:exactMatch	RHEA:43304		xref	0.5	
GO:0001735	prenylcysteine oxidase activity	skos:exactMatch	EC:1.8.3.5		xref	0.5	
GO:0001735	prenylcysteine oxidase activity	skos:exactMatch	MetaCyc:1.8.3.5-RXN		xref	0.5	
GO:0001735	prenylcysteine oxidase activity	skos:exactMatch	RHEA:53892		xref	0.5	
GO:0001758	retinal dehydrogenase activity	skos:exactMatch	EC:1.2.1.36		xref	0.5	
GO:0001758	retinal dehydrogenase activity	skos:exactMatch	MetaCyc:RETINAL-DEHYDROGENASE-RXN		xref	0.5	
GO:0001758	retinal dehydrogenase activity	skos:exactMatch	RHEA:16177		xref	0.5	
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity	skos:exactMatch	EC:4.1.1.45		xref	0.5	
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity	skos:exactMatch	KEGG_REACTION:R04323		xref	0.5	
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity	skos:exactMatch	MetaCyc:AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN		xref	0.5	
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity	skos:exactMatch	RHEA:16557		xref	0.5	
GO:0001888	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	skos:exactMatch	EC:2.4.1.223		xref	0.5	
GO:0001888	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	skos:exactMatch	MetaCyc:2.4.1.223-RXN		xref	0.5	
GO:0001888	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	skos:exactMatch	RHEA:16221		xref	0.5	
GO:0002083	4-hydroxybenzoate decaprenyltransferase activity	skos:exactMatch	EC:2.5.1.39		xref	0.5	
GO:0002083	4-hydroxybenzoate decaprenyltransferase activity	skos:exactMatch	MetaCyc:RXN-9230		xref	0.5	
GO:0002083	4-hydroxybenzoate decaprenyltransferase activity	skos:exactMatch	RHEA:44564		xref	0.5	
GO:0002145	4-amino-5-hydroxymethyl-2-methylpyrimidine diphosphatase activity	skos:exactMatch	MetaCyc:RXN0-3543		xref	0.5	
GO:0002145	4-amino-5-hydroxymethyl-2-methylpyrimidine diphosphatase activity	skos:exactMatch	RHEA:27914		xref	0.5	
GO:0002948	archaeosine synthase activity	skos:exactMatch	EC:2.6.1.97		xref	0.5	
GO:0002948	archaeosine synthase activity	skos:exactMatch	RHEA:54084		xref	0.5	
GO:0003678	DNA helicase activity	skos:exactMatch	EC:3.6.4.12		xref	0.5	
GO:0003724	RNA helicase activity	skos:exactMatch	EC:3.6.4.13		xref	0.5	
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	skos:exactMatch	EC:5.2.1.8		xref	0.5	
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	skos:exactMatch	MetaCyc:PEPTIDYLPROLYL-ISOMERASE-RXN		xref	0.5	
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	skos:exactMatch	RHEA:16237		xref	0.5	
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	skos:exactMatch	EC:2.3.2.13		xref	0.5	
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	skos:exactMatch	MetaCyc:2.3.2.13-RXN		xref	0.5	
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	skos:exactMatch	RESID:AA0124		xref	0.5	
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	skos:exactMatch	RHEA:54816		xref	0.5	
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	skos:exactMatch	EC:2.4.1.15		xref	0.5	
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	skos:exactMatch	MetaCyc:TREHALOSE6PSYN-RXN		xref	0.5	
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	skos:exactMatch	RHEA:18889		xref	0.5	
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	EC:2.4.1.101		xref	0.5	
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	KEGG_REACTION:R05983		xref	0.5	
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	MetaCyc:2.4.1.101-RXN		xref	0.5	
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	RHEA:11456		xref	0.5	
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	skos:exactMatch	EC:2.4.99.8		xref	0.5	
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	skos:exactMatch	MetaCyc:2.4.99.8-RXN		xref	0.5	
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	skos:exactMatch	RHEA:19313		xref	0.5	
GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	skos:exactMatch	EC:2.4.1.102		xref	0.5	
GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	skos:exactMatch	MetaCyc:2.4.1.102-RXN		xref	0.5	
GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	skos:exactMatch	RHEA:18705		xref	0.5	
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	EC:2.4.1.144		xref	0.5	
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	MetaCyc:2.4.1.144-RXN		xref	0.5	
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	skos:exactMatch	RHEA:15509		xref	0.5	
GO:0003831	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	skos:exactMatch	EC:2.4.1.38		xref	0.5	
GO:0003831	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	skos:exactMatch	MetaCyc:2.4.1.38-RXN		xref	0.5	
GO:0003831	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	skos:exactMatch	RHEA:22932		xref	0.5	
GO:0003834	beta-carotene 15,15'-monooxygenase activity	skos:exactMatch	EC:1.14.99.36		xref	0.5	
GO:0003834	beta-carotene 15,15'-monooxygenase activity	skos:exactMatch	KEGG_REACTION:R00032		xref	0.5	
GO:0003834	beta-carotene 15,15'-monooxygenase activity	skos:exactMatch	MetaCyc:BETA-CAROTENE-1515-DIOXYGENASE-RXN		xref	0.5	
GO:0003834	beta-carotene 15,15'-monooxygenase activity	skos:exactMatch	RHEA:32887		xref	0.5	
GO:0003835	beta-galactoside alpha-2,6-sialyltransferase activity	skos:exactMatch	EC:2.4.99.1		xref	0.5	
GO:0003835	beta-galactoside alpha-2,6-sialyltransferase activity	skos:exactMatch	MetaCyc:2.4.99.1-RXN		xref	0.5	
GO:0003835	beta-galactoside alpha-2,6-sialyltransferase activity	skos:exactMatch	RHEA:11836		xref	0.5	
GO:0003836	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	skos:exactMatch	EC:2.4.99.4		xref	0.5	
GO:0003836	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	skos:exactMatch	MetaCyc:2.4.99.4-RXN		xref	0.5	
GO:0003836	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	skos:exactMatch	RHEA:21616		xref	0.5	
GO:0003837	beta-ureidopropionase activity	skos:exactMatch	EC:3.5.1.6		xref	0.5	
GO:0003837	beta-ureidopropionase activity	skos:exactMatch	MetaCyc:BETA-UREIDOPROPIONASE-RXN		xref	0.5	
GO:0003837	beta-ureidopropionase activity	skos:exactMatch	RHEA:11184		xref	0.5	
GO:0003838	sterol 24-C-methyltransferase activity	skos:exactMatch	EC:2.1.1.41		xref	0.5	
GO:0003838	sterol 24-C-methyltransferase activity	skos:exactMatch	MetaCyc:RXN-11201		xref	0.5	
GO:0003838	sterol 24-C-methyltransferase activity	skos:exactMatch	MetaCyc:RXN3O-178		xref	0.5	
GO:0003838	sterol 24-C-methyltransferase activity	skos:exactMatch	RHEA:21128		xref	0.5	
GO:0003839	gamma-glutamylcyclotransferase activity	skos:exactMatch	EC:4.3.2.9		xref	0.5	
GO:0003839	gamma-glutamylcyclotransferase activity	skos:exactMatch	MetaCyc:GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN		xref	0.5	
GO:0003839	gamma-glutamylcyclotransferase activity	skos:exactMatch	RHEA:20505		xref	0.5	
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	skos:exactMatch	EC:2.3.1.51		xref	0.5	
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	skos:exactMatch	MetaCyc:RXN-1623		xref	0.5	
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	skos:exactMatch	RHEA:19709		xref	0.5	
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	skos:exactMatch	EC:1.2.1.88		xref	0.5	
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	skos:exactMatch	MetaCyc:PYRROLINECARBDEHYDROG-RXN		xref	0.5	
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	skos:exactMatch	RHEA:16417		xref	0.5	
GO:0003843	1,3-beta-D-glucan synthase activity	skos:exactMatch	EC:2.4.1.34		xref	0.5	
GO:0003843	1,3-beta-D-glucan synthase activity	skos:exactMatch	MetaCyc:13-BETA-GLUCAN-SYNTHASE-RXN		xref	0.5	
GO:0003843	1,3-beta-D-glucan synthase activity	skos:exactMatch	RHEA:21476		xref	0.5	
GO:0003845	11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity	skos:exactMatch	MetaCyc:11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN		xref	0.5	
GO:0003845	11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity	skos:exactMatch	Wikipedia:11beta-hydroxysteroid_dehydrogenase		xref	0.5	
GO:0003846	2-acylglycerol O-acyltransferase activity	skos:exactMatch	EC:2.3.1.22		xref	0.5	
GO:0003846	2-acylglycerol O-acyltransferase activity	skos:exactMatch	MetaCyc:2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN		xref	0.5	
GO:0003846	2-acylglycerol O-acyltransferase activity	skos:exactMatch	RHEA:16741		xref	0.5	
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	skos:exactMatch	EC:3.1.1.47		xref	0.5	
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	skos:exactMatch	MetaCyc:3.1.1.47-RXN		xref	0.5	
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	skos:exactMatch	RHEA:17777		xref	0.5	
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	skos:exactMatch	EC:2.7.6.3		xref	0.5	
