subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
GO:0090711	FMN hydrolase activity	owl:equivalentClass	RHEA:35587	FMN + H2O = phosphate + riboflavin	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	fmnh2ophosphateriboflavin	unique	UNIQUE_1
GO:0018665	4-hydroxyphenylacetate 1-monooxygenase activity	owl:equivalentClass	RHEA:15157	4-hydroxyphenylacetate + H(+) + NADPH + O2 = H2O + homogentisate + NADP(+)	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	4hh2ohomogentisatehydroxyphenylacetatenadpnadpho2	unique	UNIQUE_1
GO:0000832	inositol hexakisphosphate 5-kinase activity	owl:equivalentClass	RHEA:37459	1D-myo-inositol hexakisphosphate + ATP = 1-diphospho-myo-inositol 2,3,4,5,6-pentakisphosphate + ADP	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	123456adpatpddiphosphohexakisphosphateinositolmyopentakisphosphate	many_to_many	UNIQUE_1
GO:0052926	dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	owl:equivalentClass	RHEA:29539	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	12346alphabetaddiphosphodolicholdolichylglcnachmanmannosylphosphate	many_to_many	UNIQUE_1
GO:0052887	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity	owl:equivalentClass	RHEA:30963	7,9,9'-tri-cis-neurosporene + a quinone = 7,7',9,9'-tetra-cis-lycopene + a quinol	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	79acislycopeneneurosporenequinolquinonetetratri	unique	UNIQUE_1
GO:0103046	alanylglutamate dipeptidase activity	owl:equivalentClass	RHEA:29335	H2O + L-alanyl-L-glutamate = L-alanine + L-glutamate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	alaninealanylglutamateh2ol	unique	UNIQUE_1
GO:0047849	dextransucrase activity	owl:equivalentClass	RHEA:18825	[(1->6)-alpha-D-glucosyl](n) + sucrose = [(1->6)-alpha-D-glucosyl](n+1) + D-fructose	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	16alphadfructoseglucosylnsucrose	many_to_one	UNIQUE_1
GO:0042131	thiamine phosphate phosphatase activity	owl:equivalentClass	RHEA:47948	H2O + thiamine phosphate = phosphate + thiamine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	h2ophosphatethiamine	unique	UNIQUE_1
GO:0010283	pinoresinol reductase activity	owl:equivalentClass	RHEA:34427	(-)-lariciresinol + NADP(+) = (-)-pinoresinol + H(+) + NADPH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	hlariciresinolnadpnadphpinoresinol	one_to_many	UNIQUE_1
GO:0033798	thyroxine 5-deiodinase activity	owl:equivalentClass	RHEA:19745	3,3',5-triiodo-L-thyronine + A + H(+) + iodide = AH2 + L-thyroxine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	35aah2hiodidelthyroninethyroxinetriiodo	many_to_many	UNIQUE_1
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	owl:equivalentClass	RHEA:44788	2-demethylmenaquinol-11 + S-adenosyl-L-methionine = H(+) + menaquinol-11 + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2adenosyldemethylmenaquinolhhomocysteinelmenaquinolmethionines	many_to_many	UNIQUE_1
GO:0010283	pinoresinol reductase activity	owl:equivalentClass	RHEA:34419	(+)-lariciresinol + NADP(+) = (+)-pinoresinol + H(+) + NADPH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	hlariciresinolnadpnadphpinoresinol	one_to_many	UNIQUE_1
GO:0052829	inositol-1,3,4-trisphosphate 1-phosphatase activity	owl:equivalentClass	RHEA:43392	1D-myo-inositol 1,3,4-trisphosphate + H2O = 1D-myo-inositol 1,3-bisphosphate + phosphate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	134bisphosphatedh2oinositolmyophosphatetrisphosphate	many_to_one	UNIQUE_1
GO:0030740	inositol 3-methyltransferase activity	owl:equivalentClass	RHEA:17565	myo-inositol + S-adenosyl-L-methionine = 1D-1-O-methyl-myo-inositol + H(+) + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	1adenosyldhhomocysteineinositollmethioninemethylmyoos	many_to_many	UNIQUE_1
GO:0047580	4-hydroxyproline epimerase activity	owl:equivalentClass	RHEA:47712	trans-3-hydroxy-L-proline = cis-3-hydroxy-D-proline	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	cisdhydroxylprolinetrans	one_to_many	UNIQUE_1
GO:0047185	N-acetylneuraminate 4-O-acetyltransferase activity	owl:equivalentClass	RHEA:20808	acetyl-CoA + N-acetylneuraminate = CoA + N-acetyl-7-O-acetylneuraminate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	acetylacetylneuraminatecoano	many_to_many	UNIQUE_1
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	owl:equivalentClass	RHEA:44796	2-demethylmenaquinol-13 + S-adenosyl-L-methionine = H(+) + menaquinol-13 + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2adenosyldemethylmenaquinolhhomocysteinelmenaquinolmethionines	many_to_many	UNIQUE_1
GO:0102955	S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity	owl:equivalentClass	RHEA:44784	2-demethylmenaquinol-10 + S-adenosyl-L-methionine = H(+) + menaquinol-10 + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2adenosyldemethylmenaquinolhhomocysteinelmenaquinolmethionines	many_to_many	UNIQUE_1
GO:0005471	ATP:ADP antiporter activity	owl:equivalentClass	RHEA:34999	ADP(in) + ATP(out) = ADP(out) + ATP(in)	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	adpatpinout	unique	UNIQUE_1
GO:0102909	alpha-ketoglutarate reductase activity (NADH-dependent)	owl:equivalentClass	RHEA:13449	2-hydroxyglutarate + NAD(+) = 2-oxoglutarate + H(+) + NADH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2hhydroxyglutaratenadnadhoxoglutarate	unique	UNIQUE_1
GO:0030740	inositol 3-methyltransferase activity	owl:equivalentClass	RHEA:23248	myo-inositol + S-adenosyl-L-methionine = 1D-4-O-methyl-myo-inositol + H(+) + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	1adenosyldhhomocysteineinositollmethioninemethylmyoos	many_to_many	UNIQUE_1
GO:0030787	inositol 4-methyltransferase activity	owl:equivalentClass	RHEA:17565	myo-inositol + S-adenosyl-L-methionine = 1D-1-O-methyl-myo-inositol + H(+) + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	1adenosyldhhomocysteineinositollmethioninemethylmyoos	many_to_many	UNIQUE_1
GO:0052926	dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	owl:equivalentClass	RHEA:29527	alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+)	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	12346alphabetaddiphosphodolicholdolichylglcnachmanmannosylphosphate	many_to_many	UNIQUE_1
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	owl:equivalentClass	RHEA:44792	2-demethylmenaquinol-12 + S-adenosyl-L-methionine = H(+) + menaquinol-12 + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2adenosyldemethylmenaquinolhhomocysteinelmenaquinolmethionines	many_to_many	UNIQUE_1
GO:0033702	(+)-trans-carveol dehydrogenase activity	owl:equivalentClass	RHEA:25844	(1S,5R)-carveol + NAD(+) = (R)-carvone + H(+) + NADH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	15carveolcarvonehnadnadhrs	one_to_many	UNIQUE_1
GO:0030741	inositol 1-methyltransferase activity	owl:equivalentClass	RHEA:23248	myo-inositol + S-adenosyl-L-methionine = 1D-4-O-methyl-myo-inositol + H(+) + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	1adenosyldhhomocysteineinositollmethioninemethylmyoos	many_to_many	UNIQUE_1
GO:0047024	5alpha-androstane-3beta,17beta-diol dehydrogenase activity	owl:equivalentClass	RHEA:42116	5alpha-androstane-3alpha,17beta-diol + NADP(+) = 17beta-hydroxy-5alpha-androstan-3-one + H(+) + NADPH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	517alphaandrostanandrostanebetadiolhhydroxynadpnadphone	one_to_many	UNIQUE_1
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	owl:equivalentClass	RHEA:33255	2-demethylmenaquinol-7 + S-adenosyl-L-methionine = H(+) + menaquinol-7 + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2adenosyldemethylmenaquinolhhomocysteinelmenaquinolmethionines	many_to_many	UNIQUE_1
GO:0010284	lariciresinol reductase activity	owl:equivalentClass	RHEA:34423	(-)-secoisolariciresinol + NADP(+) = (+)-lariciresinol + H(+) + NADPH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	hlariciresinolnadpnadphsecoisolariciresinol	one_to_many	UNIQUE_1
GO:0102377	steviol 13-O glucosyltransferase activity	owl:equivalentClass	RHEA:61732	steviol + UDP-alpha-D-glucose = H(+) + steviolmonoside + UDP	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	alphadglucosehsteviolsteviolmonosideudp	unique	UNIQUE_1
GO:0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity	owl:equivalentClass	RHEA:34187	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + H(+) + succinate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	24dienedioatedienoateehh2ohydroxyhydroxypentaoxononasuccinatez	one_to_many	UNIQUE_1
GO:0052723	inositol hexakisphosphate 1-kinase activity	owl:equivalentClass	RHEA:12793	1D-myo-inositol hexakisphosphate + ATP = 5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate + ADP	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	123456adpatpddiphosphohexakisphosphateinositolmyopentakisphosphate	many_to_many	UNIQUE_1
GO:0052724	inositol hexakisphosphate 3-kinase activity	owl:equivalentClass	RHEA:12793	1D-myo-inositol hexakisphosphate + ATP = 5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate + ADP	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	123456adpatpddiphosphohexakisphosphateinositolmyopentakisphosphate	many_to_many	UNIQUE_1
GO:0106356	4-hydroxybenzoate 3-monooxygenase [NADPH] activity	owl:equivalentClass	RHEA:11480	3-hydroxybenzoate + H(+) + NADPH + O2 = 3,4-dihydroxybenzoate + H2O + NADP(+)	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	34dihydroxybenzoatehh2ohydroxybenzoatenadpnadpho2	many_to_many	UNIQUE_1
GO:1990663	dihydroorotate dehydrogenase (fumarate) activity	owl:equivalentClass	RHEA:30059	(S)-dihydroorotate + fumarate = orotate + succinate	Lexical|Stemming	GO	RHEA	rdf_matcher	0.8212623907743639	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	(s)-dihydroorotate + fumarate = orotate + succin	unique	UNIQUE_1
GO:1990663	dihydroorotate dehydrogenase (fumarate) activity	owl:equivalentClass	RHEA:30059	(S)-dihydroorotate + fumarate = orotate + succinate	Lexical	GO	RHEA	rdf_matcher	0.8666314426231786	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	(s)-dihydroorotate + fumarate = orotate + succinate	unique	UNIQUE_1
GO:1990663	dihydroorotate dehydrogenase (fumarate) activity	owl:equivalentClass	RHEA:30059	(S)-dihydroorotate + fumarate = orotate + succinate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	dihydroorotatefumarateorotatessuccinate	unique	UNIQUE_1
GO:0050614	delta24-sterol reductase activity	owl:equivalentClass	RHEA:36399	5alpha-cholest-8-en-3beta-ol + NADP(+) = 5alpha-cholesta-8,24-dien-3beta-ol + H(+) + NADPH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	524alphabetacholestcholestadienenhnadpnadphol	one_to_many	UNIQUE_1
GO:0033763	proline 3-hydroxylase activity	owl:equivalentClass	RHEA:32127	2-oxoglutarate + L-proline + O2 = cis-4-hydroxy-L-proline + CO2 + succinate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2cisco2hydroxylo2oxoglutarateprolinesuccinate	one_to_many	UNIQUE_1
GO:0102567	phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)	owl:equivalentClass	RHEA:41223	1,2-dihexadecanoyl-sn-glycero-3-phosphocholine + H2O = 1-hexadecanoyl-sn-glycero-3-phosphocholine + H(+) + hexadecanoate	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	12dihexadecanoylglycerohh2ohexadecanoatehexadecanoylphosphocholinesn	one_to_many	UNIQUE_1
GO:0062183	all-trans retinoic acid 18-hydroxylase activity	owl:equivalentClass	RHEA:51984	all-trans-retinoate + O2 + reduced [NADPH--hemoprotein reductase] = all-trans-4-hydroxyretinoate + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	allhh2ohemoproteinhydroxyretinoatenadpho2oxidizedreducedreductaseretinoatetrans	one_to_many	UNIQUE_1
GO:0044104	2,5-dioxovalerate dehydrogenase (NAD+) activity	owl:equivalentClass	RHEA:47152	2,5-dioxopentanoate + H2O + NAD(+) = 2-oxoglutarate + 2 H(+) + NADH	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	25dioxopentanoatehh2onadnadhoxoglutarate	unique	UNIQUE_1
GO:0090447	glycerol-3-phosphate 2-O-acyltransferase activity	owl:equivalentClass	RHEA:33559	an acyl-CoA + sn-glycerol 3-phosphate = a 2-acyl-sn-glycerol 3-phosphate + CoA	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	23aacylancoaglycerolphosphatesn	many_to_one	UNIQUE_1
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	owl:equivalentClass	RHEA:44780	2-demethylmenaquinol-9 + S-adenosyl-L-methionine = H(+) + menaquinol-9 + S-adenosyl-L-homocysteine	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2adenosyldemethylmenaquinolhhomocysteinelmenaquinolmethionines	many_to_many	UNIQUE_1
GO:0050105	L-gulonolactone oxidase activity	owl:equivalentClass	RHEA:12352	L-gulono-1,4-lactone + O2 = H2O2 + L-xylo-hex-3-ulonolactone	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	4gulonoh2o2hexllactoneo2ulonolactonexylo	one_to_many	UNIQUE_1
GO:0000831	inositol hexakisphosphate 6-kinase activity	owl:equivalentClass	RHEA:37459	1D-myo-inositol hexakisphosphate + ATP = 1-diphospho-myo-inositol 2,3,4,5,6-pentakisphosphate + ADP	Lexical|Flattening	GO	RHEA	rdf_matcher	0.5346019613807635	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	123456adpatpddiphosphohexakisphosphateinositolmyopentakisphosphate	many_to_many	UNIQUE_1
GO:0102386	phenylacetaldehyde reductase activity	owl:equivalentClass	RHEA:63736	2-phenylacetaldehyde + H(+) + NADPH = 2-phenylethanol + NADP(+)	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	2hnadpnadphphenylacetaldehydephenylethanol	unique	UNIQUE_1
GO:0052886	9,9'-dicis-carotene:quinone oxidoreductase activity	owl:equivalentClass	RHEA:30959	9,9'-di-cis-zeta-carotene + a quinone = 7,9,9'-tri-cis-neurosporene + a quinol	Lexical|Flattening	GO	RHEA	rdf_matcher	0.6967304549770724	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	79acarotenecisdineurosporenequinolquinonetrizeta	unique	UNIQUE_1
GO:0052886	9,9'-dicis-carotene:quinone oxidoreductase activity	owl:equivalentClass	RHEA:30959	9,9'-di-cis-zeta-carotene + a quinone = 7,9,9'-tri-cis-neurosporene + a quinol	Lexical	GO	RHEA	rdf_matcher	0.8666314426231786	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	9,9'-di-cis-zeta-carotene + a quinone = 7,9,9'-tri-cis-neurosporene + a quinol	unique	UNIQUE_1
GO:0052886	9,9'-dicis-carotene:quinone oxidoreductase activity	owl:equivalentClass	RHEA:30959	9,9'-di-cis-zeta-carotene + a quinone = 7,9,9'-tri-cis-neurosporene + a quinol	Lexical|Stemming	GO	RHEA	rdf_matcher	0.8212623907743639	oio:hasExactSynonym	rdfs:label	molecular_function	RHEA:Reaction	9,9'-di-cis-zeta-carotene + a quinone = 7,9,9'-tri-cis-neurosporene + a quinol	unique	UNIQUE_1
